Merchant Name,Integration Type,3DS,Non-3DS,CyberSource,MPGS-3D,MPGS-Non-3D,Tabby,ID,Key,Authorized
JS Checkout - Cyber - Tabby - Non3Ds - 18110344,JS Checkout,no,yes,yes,no,yes,202103180002,Mmq+ZN9gf8hx7jRILs+vzKrp0GeNyQLaoMOySUAz1Tg=,No
JS Checkout - MPGS - Tabby - Non3Ds - 18110444,JS Checkout,no,yes,no,yes,yes,202103180003,Y3DByLI490fzeik33oDQ8Ssg4OjiQ+YqW6y0oO/LNmU=,Yes
JS Checkout - Cyber - Tabby - Non3Ds - 18123910,JS Checkout,no,yes,yes,no,yes,202103180004,k4q7HdjmUaLuvr67wcXmjbn29fPFwj+hD9fVxPvgF1s=,No
JS Checkout - MPGS - Tabby - Non3Ds - 18124010,JS Checkout,no,yes,no,yes,yes,202103180005,0dkk/mLLU9QmpMz26z93z5qYXTyVx+sdfDEsFGXgzO4=,Yes
Agg Hosted - Cyber - Tabby - Non3Ds - 18130429,Aggregator Hosted,no,yes,yes,no,yes,202103180006,jLZcVJDZmszUiv3W7HXVYDeDWNCoVRUkLOCwVIflBSE=,Yes
Agg Hosted - MPGS - Tabby - Non3Ds - 18130531,Aggregator Hosted,no,yes,no,yes,yes,202103180007,FRYyevXSojayXTLbYJq4mMi66ZFc7I7hijeLm9z5wRw=,No
Agg Hosted - Cyber - Tabby -Mix 3Ds - 18133323,Aggregator Hosted,yes,yes,yes,no,yes,202103180008,FYMk9VKXRoZJZ1QMV4kVs9bxQBUJ70rGVlHsksHTg7s=,Yes
Agg Hosted - MPGS - Tabby -Mix 3Ds - 18133425,Aggregator Hosted,yes,yes,no,yes,yes,202103180009,F8v9r5Z3FkOWLR/wA4R5S9yWvmi97c/VPSj2XcQvNL0=,Yes
JS Checkout - Cyber - Tabby -Mix 3Ds - 18133528,JS Checkout,yes,yes,yes,no,yes,202103180010,Pnf2+/Bn/ZGd9TrxCLtKZSUSSWovEptWx6QL5GDUO1Y=,No
JS Checkout - MPGS - Tabby -Mix 3Ds - 18133631,JS Checkout,yes,yes,no,yes,yes,202103180011,rNH/mNNSPqxTzv7g0v/vZZ1mRane5IoC8bHgMAW9UaQ=,Yes
Agg Hosted - Cyber - Tabby -Mix 3Ds - 18153045,Aggregator Hosted,yes,yes,yes,no,yes,202103180013,AsRcjP1VSaT/rvXGlEBj0yneZjRSctXVLrEIHr61M8Q=,No
Agg Hosted - MPGS - Tabby -Mix 3Ds - 18153148,Aggregator Hosted,yes,yes,no,yes,yes,202103180014,rUbDB0tqHMQSTSyzaO608c5K+JeKZh0rJ+Baavq0rss=,Yes
JS Checkout - Cyber - Tabby -Mix 3Ds - 18153251,JS Checkout,yes,yes,yes,no,yes,202103180015,FzY7kAgPR0A7l1jaK5rAoh9X/x7wIaX68s+FJFZv8B8=,Yes
JS Checkout - MPGS - Tabby -Mix 3Ds - 18153353,JS Checkout,yes,yes,no,yes,yes,202103180016,/wKMwlAZ8FqacFkFJNewDI5CW4oDkiUoz3ntnGqMuD8=,Yes
Agg Hosted - Cyber - Tabby -Mix 3Ds - 19102709,Aggregator Hosted,yes,yes,yes,no,yes,202103190001,oyRoTkgP7abkNtW/x1VWRfiWfw8ouRfB4z3fXRPxbCg=,Yes
Agg Hosted - MPGS - Tabby -Mix 3Ds - 19102813,Aggregator Hosted,yes,yes,no,yes,yes,202103190002,h690tc3g0bB+ONHSqB+wn4R087yNmYNVUMJ8WZUwdnU=,Yes
JS Checkout - Cyber - Tabby -Mix 3Ds - 19102917,JS Checkout,yes,yes,yes,no,yes,202103190003,m13pc20wqd2aaY4zmzCRcci9tN+zYpyzViT1C+jaYXg=,Yes
JS Checkout - MPGS - Tabby -Mix 3Ds - 19103021,JS Checkout,yes,yes,no,yes,yes,202103190004,qWohAZEbCn4LPs1b+PTowzDm27s5kqfVVl6NO0SpjRs=,No
Agg Hosted - Cyber - Tabby -Mix 3Ds - 19103941,Aggregator Hosted,yes,yes,yes,no,yes,202103190005,uLqPtuWrrCWOJGrRM5l+myxRJSLca9UEEsphZ1RPy9E=,Yes
Agg Hosted - MPGS - Tabby -Mix 3Ds - 19104044,Aggregator Hosted,yes,yes,no,yes,yes,202103190006,0uKb7vfynl3j126Ak61g8RgIcLH+fqKXdPZvL7VYKVM=,No
JS Checkout - Cyber - Tabby -Mix 3Ds - 19104148,JS Checkout,yes,yes,yes,no,yes,202103190007,BJ3KtnbmcErEq6rm8j4TIgi1APK+Ug84jdJGBSkPBdk=,Yes
JS Checkout - MPGS - Tabby -Mix 3Ds - 19104251,JS Checkout,yes,yes,no,yes,yes,202103190008,MO3DLQ7W1tNdpGR0AkpGcNJhG7OJhQsZTbnSGD0jD5U=,Yes
Agg Hosted - Cyber - Tabby -Mix 3Ds - 19130201,Aggregator Hosted,yes,yes,yes,no,yes,202103190009,qDq3R9WxG2LM51v52CqTLobROfT1IBOqJ5uvIluLE78=,Yes
Agg Hosted - MPGS - Tabby -Mix 3Ds - 19130304,Aggregator Hosted,yes,yes,no,yes,yes,202103190010,pLG4icmAwqKo2ATuTeBUWnScOt7NXS7ypo+PuZkHXrA=,Yes
JS Checkout - Cyber - Tabby -Mix 3Ds - 19130407,JS Checkout,yes,yes,yes,no,yes,202103190011,YHt60RY76SrD7+0wQ1Pym6I53SxIviFKZbP4ATqPBJs=,No
JS Checkout - MPGS - Tabby -Mix 3Ds - 19130510,JS Checkout,yes,yes,no,yes,yes,202103190012,mp9KT0pVTq0l/7gsvxvA0KdZHkn8ZIRBIW5JnCzt8Y4=,Yes
Agg Hosted - Cyber - Tabby -Mix 3Ds - 19155337,Aggregator Hosted,yes,yes,yes,no,yes,202103190013,wtUOpaadivY6Hu1VGezRkq+Qd4vU3VYBkLQq8AxcHmc=,Yes
Agg Hosted - MPGS - Tabby -Mix 3Ds - 19155439,Aggregator Hosted,yes,yes,no,yes,yes,202103190014,SwrtIBx88jQGI0cbxWT10bXCwT4nJonZtuhQ2ZdI2oA=,Yes
JS Checkout - Cyber - Tabby -Mix 3Ds - 19155545,JS Checkout,yes,yes,yes,no,yes,202103190015,FfOaNaT6Zdh12YMTuDngds61LAQ1efYWsmBn7FkRXdQ=,Yes
JS Checkout - MPGS - Tabby -Mix 3Ds - 19155647,JS Checkout,yes,yes,no,yes,yes,202103190016,uRIp3nBBBSUCHe9WzL5zE+82MDzv1uTidjYuvVSKpxU=,No
Agg Hosted - Cyber - Tabby -Mix 3Ds - 19170729,Aggregator Hosted,yes,yes,yes,no,yes,202103190018,f64ZzwQpcORbD2UbkYuzbE38BLRdI1jJ0tbGEAkzY8M=,No
Agg Hosted - MPGS - Tabby -Mix 3Ds - 19170833,Aggregator Hosted,yes,yes,no,yes,yes,202103190019,VQQS6xqhELgKk8AP4e25bVGS0mVi8c08wg83a2ippIs=,Yes
Agg Hosted - Cyber - Tabby - Non3Ds - 19172500,Aggregator Hosted,no,yes,yes,no,yes,202103190020,1dPvOQq/2HJIr+fl0GCCnQCUAKThhSFAM2J5dtQQABk=,No
Agg Hosted - MPGS - Tabby - Non3Ds - 19172604,Aggregator Hosted,no,yes,no,yes,yes,202103190021,uiSUzaepcFVG1C/Z6Ve33l3N6kUctfUqyKbGmIUXWyw=,Yes
Agg Hosted - Cyber - Tabby - 3Ds - 19172708,Aggregator Hosted,yes,no,yes,no,yes,202103190022,2oKxS5JLAZD/ycr/n/553EVknWW2PC8fnsXBIpl+BQ4=,Yes
Agg Hosted - MPGS - Tabby - 3Ds - 19172812,Aggregator Hosted,yes,no,no,yes,yes,202103190023,Grmq52PgwmrmkFbvti4wpA9sBZP5igQQ+s7bTBN1T1Y=,Yes
Agg Hosted - Cyber - Tabby -Mix 3Ds - 19172915,Aggregator Hosted,yes,yes,yes,no,yes,202103190024,9nu9AE7eZEDFOq7keA0NktOBG9mjbBxFnYpTEBnfFyc=,Yes
Agg Hosted - MPGS - Tabby -Mix 3Ds - 19173019,Aggregator Hosted,yes,yes,no,yes,yes,202103190025,QSmJuDlAlJdSNf6d46Hoq1a0EZCFBKKdj2zccATfXYE=,Yes
JS Checkout - Cyber - Tabby - Non3Ds - 19173123,JS Checkout,no,yes,yes,no,yes,202103190026,nHDisqJb5DgLktMOwTgPVHHIrQkrd33k7sVBm3EkT2E=,Yes
JS Checkout - MPGS - Tabby - Non3Ds - 19173227,JS Checkout,no,yes,no,yes,yes,202103190027,WgTG5Rtz4rQGd4J8qVqFttEk4SkwVJ4ClxgIBGQeDSw=,Yes
JS Checkout - Cyber - Tabby - 3Ds - 19173331,JS Checkout,yes,no,yes,no,yes,202103190028,195RDNvPETrRlv3B1bvXrXJeNqugLfN/5R871x4JqZ8=,Yes
JS Checkout - MPGS - Tabby - 3Ds - 19173434,JS Checkout,yes,no,no,yes,yes,202103190029,Dhp/LI3HSFb9Bi3ZKaMxo4ZFjv7BR/Hz21U1a+pn9o8=,Yes
JS Checkout - Cyber - Tabby -Mix 3Ds - 19173537,JS Checkout,yes,yes,yes,no,yes,202103190030,gvCqr9+jrgvDY40s6wPFV/ZIzeu6N6zBG4LSYse3IqU=,Yes
JS Checkout - MPGS - Tabby -Mix 3Ds - 19173641,JS Checkout,yes,yes,no,yes,yes,202103190031,4JA6YYhzyFfsWR/XjvzPbpeWHcZ5kOIkYtSndmHnmSk=,Yes
Agg Hosted - Cyber - Tabby - Non3Ds - 19191116,Aggregator Hosted,no,yes,yes,no,yes,202103190032,JcZHAxQWfXbfNFo4dev7/rbh5MSJnBZA+/PdGmTREv8=,Yes
Agg Hosted - MPGS - Tabby - Non3Ds - 19191221,Aggregator Hosted,no,yes,no,yes,yes,202103190033,x9UlV+xRggen802pbwgbdjch73nNa2hMwbHOau48+Eo=,Yes
Agg Hosted - Cyber - Tabby - 3Ds - 19191326,Aggregator Hosted,yes,no,yes,no,yes,202103190034,+RRB9pBYvAaT5AMFC6Huv/Q0sZaIkFF/jnbYFz1nqE4=,Yes
Agg Hosted - MPGS - Tabby - 3Ds - 19191432,Aggregator Hosted,yes,no,no,yes,yes,202103190035,VBWARk9LFjDQVsoMCRzRlKZl/OkyDLNzAGKSe2nRvEA=,No
Agg Hosted - Cyber - Tabby -Mix 3Ds - 19191538,Aggregator Hosted,yes,yes,yes,no,yes,202103190036,q455f7G62nENjQ3HHsh6vY9GBT5yKYbvqA8Z2p5cnd4=,Yes
Agg Hosted - MPGS - Tabby -Mix 3Ds - 19191642,Aggregator Hosted,yes,yes,no,yes,yes,202103190037,MnH78ddb7Z0tu2FRzXjB/VIkjlETip6sdXu2CtHrwps=,Yes
JS Checkout - Cyber - Tabby - Non3Ds - 19191748,JS Checkout,no,yes,yes,no,yes,202103190038,S1tvkxS8D4y+A9jKKZCKZTHYIrL+F4Pf4ho0qjzHX1w=,Yes
JS Checkout - MPGS - Tabby - Non3Ds - 19191852,JS Checkout,no,yes,no,yes,yes,202103190039,oN4+eelfWJzYqK0MrlGePZFFt6RvnM8vsY+X2i571Rw=,Yes
JS Checkout - Cyber - Tabby - 3Ds - 19191956,JS Checkout,yes,no,yes,no,yes,202103190040,MiiD327XWxksWcaJIr55Aoz2NkHAPTNI06D/9d0d0XY=,Yes
JS Checkout - MPGS - Tabby - 3Ds - 19192101,JS Checkout,yes,no,no,yes,yes,202103190041,j9CExVdCsoGZUoecvwkwrL7rFyoxKHYzpnIxwgnCnow=,Yes
JS Checkout - Cyber - Tabby -Mix 3Ds - 19192205,JS Checkout,yes,yes,yes,no,yes,202103190042,8hhrS4KvDV4uEp57hg7N+XiLIxOSaOkyU/pHYExByTc=,Yes
JS Checkout - MPGS - Tabby -Mix 3Ds - 19192309,JS Checkout,yes,yes,no,yes,yes,202103190043,kBkBM//CRojrKoWdcFDvvp2ktKxG8pqgFSaVHwOi5RY=,Yes
Agg Hosted - Cyber - Tabby - Non3Ds - 19195037,Aggregator Hosted,no,yes,yes,no,yes,202103190044,VYGTNhjaoJPSN5rSzYLt1IWHo4axVxPse8BMWe92QwQ=,Yes
Agg Hosted - MPGS - Tabby - Non3Ds - 19195143,Aggregator Hosted,no,yes,no,yes,yes,202103190045,STMBJ1u+YxEy+PE6DJ8omDhsD6XT9H5QXuRRHLZECNw=,Yes
Agg Hosted - Cyber - Tabby - 3Ds - 19195247,Aggregator Hosted,yes,no,yes,no,yes,202103190046,b0+JBUB0qmmAbFX/2akUsVpAkWepudCQYeDJd0RLCiw=,Yes
Agg Hosted - MPGS - Tabby - 3Ds - 19195350,Aggregator Hosted,yes,no,no,yes,yes,202103190047,xgGB40oR4DWtvjtcmxEcpYWkty6Ll+WVyvhw2lW8AQc=,Yes
Agg Hosted - Cyber - Tabby -Mix 3Ds - 19195454,Aggregator Hosted,yes,yes,yes,no,yes,202103190048,HRTSBEeICV3MrMRBCDUfHEj8bO/hoDR/3/3tjnIXbM8=,Yes
Agg Hosted - MPGS - Tabby -Mix 3Ds - 19195558,Aggregator Hosted,yes,yes,no,yes,yes,202103190049,KQhycjMm7PMowGG0bEHc3qY3FVnoT7tnNFMLaBHN/gU=,Yes
JS Checkout - Cyber - Tabby - Non3Ds - 19195702,JS Checkout,no,yes,yes,no,yes,202103190050,9qTvYuEe3yWDIP6nYUseXJND084dJ93Qrng1pQWw3Ks=,Yes
JS Checkout - MPGS - Tabby - Non3Ds - 19195805,JS Checkout,no,yes,no,yes,yes,202103190051,Cs+4S7IBFZyTo2wHVOVTY8BD+A71ZOxRlWWueTpg4uE=,Yes
JS Checkout - Cyber - Tabby - 3Ds - 19195910,JS Checkout,yes,no,yes,no,yes,202103190052,sGkR3Vxn0ECX15ZbrxpUMAKaqdeb1/Mc8KI5AL9B60o=,No
JS Checkout - MPGS - Tabby - 3Ds - 19200014,JS Checkout,yes,no,no,yes,yes,202103190053,XA7umZBBA17fAS/hU8fbXw5dP4AUF5WQfOXCu3/flfw=,Yes
JS Checkout - Cyber - Tabby -Mix 3Ds - 19200120,JS Checkout,yes,yes,yes,no,yes,202103190054,rRmpMjIhCzkMXTVXJTqbtAYrGdDrcrIidX8v3xyZXXc=,Yes
JS Checkout - MPGS - Tabby -Mix 3Ds - 19200224,JS Checkout,yes,yes,no,yes,yes,202103190055,QU7YJpC6HyuYfIEdFoxBxB0xnhtBP6x3r99aMbiZlMo=,Yes
Agg Hosted - Cyber - Tabby - Non3Ds - 20015400,Aggregator Hosted,no,yes,yes,no,yes,202103200005,svFrdlRMIioRXsoR4cByVB1KW5Vt3qK3vc8hOkcUuL0=,Yes
Agg Hosted - MPGS - Tabby - Non3Ds - 20015504,Aggregator Hosted,no,yes,no,yes,yes,202103200006,MU80saZjwP9I4sezl+k1GKYIFnm+/qtnNrZVRMIAveY=,No
Agg Hosted - Cyber - Tabby - 3Ds - 20015609,Aggregator Hosted,yes,no,yes,no,yes,202103200007,33JgzhvUZ+Gzul0vB4s3imCaOsw9oLdrc3Z1NpV+GG4=,Yes
Agg Hosted - MPGS - Tabby - 3Ds - 20015713,Aggregator Hosted,yes,no,no,yes,yes,202103200008,Yvt92lbgL/k8tn4NWReVlwedFHHNZGdGqd4g7z4i52M=,Yes
Agg Hosted - Cyber - Tabby -Mix 3Ds - 20015817,Aggregator Hosted,yes,yes,yes,no,yes,202103200009,wtfRWMG1o8EB8dPvGOphqxndxeDuL8t6RZJZVorSHnY=,Yes
